终	164608
悲	163873
寞	163446
写	163240
微	162746
早	161715
刻	160952
1	160442
友	158351
懂	157751
由	156966
4	156897
秋	156816
首	156726
双	156562
两	155294
沉	155164
作	154991
处	154431
步	154286
平	154161
伴	153702
诉	153425
雪	152152
跟	151910
外	151695
久	151690
漫	151429
音	151274
理	151246
进	149454
入	149125
暖	148718
晚	148652
掉	146100
O	145275
遇	144645
敢	143511
河	142509
国	142230
5	141304
但	140443
告	139742
烟	138985
0	137925
关	137841
乡	136660
追	136442
城	136423
守	135993
始	135984
求	135793
彩	135609
比	135428
江	135298
十	134828
名	134130
岁	133940
管	133819
叫	133735
强	132638
寻	132010
化	130823
娘	130764
.	130415
断	129837
画	129717
希	128459
紧	127611
弃	126694
醒	126091
马	125980
缘	125555
解	125423
热	125135
舞	124978
完	124304
照	123990
草	123685
跳	123056
碎	122451
学	122195
语	122059
门	121671
散	121560
承	121278
句	121094
期	120783
6	120275
朋	119646
吗	118879
害	118736
滴	118436
谢	118133
藏	118120
常	117589
南	117394
若	115827
角	115768
穿	115642
9	115487
背	114643
装	114614
味	113870
呼	113731
勇	113052
初	112603
百	112443
正	112416
必	111495
坚	111347
哦	111054
其	110801
华	110265
狂	110096
死	110044
杯	109208
归	108603
恨	108590
代	108182
蜜	107931
任	107923
西	107745
需	107509
游	107257
尘	107016
2	106859
哥	106707
四	106705
拉	106658
战	106308
破	106298
黄	106244
哎	105593
蓝	104620
阿	103172
朵	102901
Y	102866
B	102718
佛	102451
妹	102419
孩	102018
应	101539
送	100782
度	100705
金	100344
8	100292
A	100244
灵	100182
摇	100022
灯	99919
睡	99883
男	99538
哈	99536
改	99170
体	98968
茫	98758
传	98366
靠	97904
遍	97633
东	97176
旧	96946
*	96649
挂	96437
窗	96341
姑	96003
曲	95456
旁	95275
H	94976
淡	94653
街	94435
消	94409
L	94284
本	93282
渐	93210
字	92866
绝	92705
张	92464
闪	92265
W	92213
S	91971
节	91748
喝	91236
荡	91199
似	91137
换	91039
乱	90971
表	90672
傻	90602
哟	90227
累	89971
连	89899
干	89663
悔	89086
古	89016
主	88569
愁	88276
脚	88145
续	87524
假	87336
诺	86941
息	86810
惜	86751
魂	86737
忧	86471
透	85802
血	85476
份	85124
痴	85088
祝	85036
站	84513
北	84509
爸	84508
沙	84380
珍	84330
收	84274
树	84258
线	84205
非	84032
舍	83769
机	83557
颗	83212
睛	82830
共	82827
T	82585
认	82546
景	82510
或	82435
半	82274
条	82194
选	81827
叶	81802
电	81609
段	81529
嘿	81354
悄	81070
寒	80688
奇	80638
怪	80618
遗	80443
夏	80313
颜	80290
D	80031
匆	79787
王	79646
绿	79538
遥	79387
车	79271
接	79108
笔	78936
模	78659
虽	78489
忍	78213
五	77927
洒	77846
宝	77423
弟	77301
加	77132
合	77089
存	76040
逃	75988
答	75971
近	75812
烦	75682
彼	75407
习	75197
剩	75133
戏	75011
冬	75004
使	74794
诗	73924
吃	73609
冰	73461
衣	73405
誓	73294
择	73263
运	73182
奔	73022
残	72908
偷	72515
朝	72395
M	72248
盼	72203
幻	71947
二	71810
迎	71802
暗	71767
易	71315
复	71118
数	70809
整	70777
肩	70721
悠	70720
昨	70373
注	69913
。	69869
钱	69812
义	69585
台	69583
倒	69458
兄	69445
量	68895
付	68795
虚	68646
目	68416
保	68396
并	68375
龙	68181
季	68099
奈	67935
呢	67821
握	67253
书	67233
交	67158
迹	67158
乎	66838
房	66717
涯	66580
湖	66515
扬	66474
提	66467
指	66171
反	66130
精	66105
脱	65891
唯	65790
跑	65623
烧	65049
怨	64806
绵	64759
利	64623
继	64530
丝	64491
约	64297
市	64197
莫	64087
堂	63946
九	63776
N	63611
第	63491
通	63243
吻	63195
努	63090
苍	62765
野	62661
持	62494
挥	62297
护	62245
折	62162
足	62123
C	61909
浮	61876
响	61850
痕	61850
凉	61760
雄	61479
决	61245
公	61187
波	61157
烂	61058
细	60926
疯	60811
燃	60745
7	60692
绕	60534
缠	60260
鸟	60146
圆	60117
熟	60108
聚	59915
刀	59907
属	59857
败	59836
踏	59608
论	59541
达	59406
坐	58823
吸	58731
执	58718
退	58676
英	58560
般	58379
惯	58267
部	57141
泣	57077
止	57043
翻	56926
E	56827
瞬	56309
演	56295
八	56244
冲	55948
傲	55799
埋	55739
楼	55542
格	55520
内	55412
象	55255
阵	55174
荒	55151
辈	55105
局	55075
膀	54826
包	54697
玩	54619
忙	54559
弯	54489
根	53977
土	53912
谓	53710
灭	53629
胸	53357
轮	53144
简	53111
恼	53062
园	52996
耶	52898
物	52894
林	52874
钟	52863
躲	52798
历	52754
丢	52739
先	52675
讲	52568
负	52567
拿	52433
脑	52400
喊	52387
客	52324
至	52136
君	52099
民	52039
七	52002
漂	51875
嘴	51512
疼	51437
喔	51420
翔	51357
坏	51340
鲜	51256
善	51241
闹	51239
耳	51068
拼	50884
军	50812
惊	50787
纯	50661
享	50655
秒	50631
G	50529
叹	50262
旋	50131
者	50101
系	50058
石	49979
魔	49653
欲	49472
琴	49358
甘	49287
田	49169
纵	49116
烈	48841
争	48680
及	48635
性	48613
顾	48597
芳	48408
座	48399
柳	48386
群	48254
弱	48055
密	48017
立	47941
逢	47912
文	47907
途	47875
视	47792
阴	47731
左	47585
短	47412
唤	47323
悉	47069
摆	47031
隐	46824
洋	46796
夕	46780
母	46708
充	46705
翅	46705
功	46580
恩	46491
磨	46414
竟	46167
耀	46164
灰	46151
楚	46149
晨	46004
绪	45806
另	45564
眠	45561
松	45329
担	45288
偶	45284
虹	45196
桃	45124
低	44991
童	44929
巴	44836
浓	44793
露	44413
旅	44384
右	44198
尔	44139
剑	44122
偏	44102
潮	43879
挽	43734
逐	43638
酸	43503
盛	43288
木	43167
糊	43085
便	43058
蝶	43014
纷	42974
输	42943
围	42938
猜	42900
晴	42806
突	42656
境	42541
婆	42517
桑	42334
漠	42330
忽	42309
各	42232
仿	42227
弥	42188
程	42183
斗	42092
束	41867
擦	41835
郎	41805
宁	41785
鱼	41781
秘	41772
教	41693
梅	41648
滋	41646
骨	41579
岸	41560
繁	41530
倾	41382
限	41374
特	41370
滚	41360
隔	41240
临	41179
六	41108
茶	41057
抛	41002
贝	40934
奏	40796
余	40750
仙	40702
昏	40677
嘛	40664
杀	40655
借	40575
骗	40405
识	40392
慰	40361
观	40298
瑰	40297
贵	40183
雾	39945
服	39818
闭	39775
造	39735
困	39696
鼓	39654
玫	39639
号	39638
陌	39584
题	39447
刚	39301
玉	39234
船	39128
球	39010
究	38927
即	38902
胜	38889
吉	38873
良	38868
荣	38866
弹	38838
引	38829
位	38673
圈	38598
挡	38300
疑	38113
枯	38084
麻	38063
某	38049
沧	38026
妙	38002
刺	37960
眉	37921
姐	37914
疲	37899
祖	37867
湿	37855
骄	37840
买	37706
举	37674
仰	37662
桥	37649
证	37568
哀	37567
兴	37487
封	37381
渴	37356
咱	37352
险	37225
创	37175
拍	37169
替	37161
零	37155
凡	37109
扎	37051
值	37032
）	36899
拜	36857
嗨	36830
羊	36771
灿	36717
锁	36697
'	36649
试	36549
谈	36535
罗	36501
距	36500
融	36446
映	36406
排	36386
牛	36363
（	36361
尝	36282
噢	36247
染	36143
礼	35918
划	35908
仍	35842
调	35833
谎	35766
支	35749
幕	35740
辉	35704
释	35618
霜	35499
R	35149
救	35065
帝	35023
诚	34924
激	34893
聊	34808
F	34767
萨	34719
浅	34709
俩	34637
您	34521
赶	34310
领	34245
配	34238
备	34226
掌	33960
徊	33946
词	33913
犯	33840
霞	33833
憾	33820
伪	33812
掩	33803
徘	33778
志	33753
既	33703
剧	33691
众	33585
展	33525
除	33524
赖	33460
闯	33440
狠	33332
辛	33290
布	33247
铁	33125
抹	33037
罪	33003
律	32997
狼	32995
父	32972
挣	32960
彻	32916
纪	32817
印	32734
延	32623
竹	32618
闻	32604
墙	32561
犹	32502
载	32479
富	32458
避	32445
师	32432
触	32432
圣	32282
业	32109
类	32098
绽	32073
报	32016
缺	31944
工	31918
升	31918
洗	31900
鬼	31882
准	31842
枝	31782
呐	31752
辣	31716
眸	31695
药	31597
艳	31540
兵	31538
谅	31524
幽	31509
陷	31441
暮	31405
恒	31304
抚	31116
P	31081
镜	31008
顶	30761
肠	30589
祈	30556
j	30409
毛	30400
脆	30312
阻	30310
怜	30309
油	30234
摸	30226
采	30156
图	30132
抓	30127
逝	30009
休	29984
蒙	29969
狗	29967
娃	29924
秀	29895
卷	29807
银	29769
压	29748
涌	29536
凝	29443
惑	29388
团	29378
芒	29334
哒	29272
哩	29150
呦	29104
形	29021
阔	28963
豪	28940
须	28935
溜	28909
尖	28807
弦	28713
敌	28669
乌	28660
腾	28644
弄	28547
雅	28479
偎	28458
办	28452
网	28450
凄	28332
计	28330
态	28280
品	28055
午	27901
皮	27899
玛	27769
燕	27760
莲	27759
肯	27684
墨	27671
超	27650
暂	27643
奋	27617
咿	27598
洁	27575
抬	27562
康	27535
纸	27526
汗	27442
取	27411
珠	27372
祥	27359
倦	27353
喂	27345
环	27335
兰	27317
恭	27296
州	27295
联	27183
佳	27175
极	27153
闲	27108
凭	27075
壮	27065
村	27002
卖	26977
扰	26971
帮	26951
献	26941
周	26856
差	26836
德	26790
托	26775
嗡	26772
窝	26724
赏	26696
娇	26504
碰	26480
咚	26345
陀	26296
际	26276
助	26264
饮	26246
汉	26206
恶	26173
财	26137
泊	26125
雁	26109
敬	26085
含	26019
征	26005
层	25974
养	25960
呵	25882
显	25782
读	25756
撒	25730
厌	25632
推	25564
泉	25542
淌	25517
朗	25505
枪	25478
呜	25347
怒	25317
U	25229
慌	25218
互	25181
菩	25094
欺	25083
跌	25030
降	24924
伊	24915
拒	24888
吵	24860
宽	24830
屋	24710
盖	24690
惫	24668
K	24646
坠	24585
敲	24482
急	24481
考	24474
啰	24472
潇	24401
泥	24369
寄	24319
免	24250
碧	24241
广	24237
挑	24221
索	24212
招	24198
端	24133
顺	24082
乖	24007
费	23944
粉	23923
令	23834
篇	23822
床	23816
熬	23814
士	23780
呆	23731
制	23727
饭	23662
抽	23660
旗	23642
惧	23629
抖	23598
称	23581
z	23581
烁	23549
涩	23535
投	23525
宿	23488
迟	23481
且	23386
讨	23381
酷	23350
叮	23340
遮	23314
修	23277
夫	23254
虎	23206
京	23181
击	23110
嫁	23091
屈	23068
舟	23062
暴	23051
谷	23041
凌	23033
亦	22976
婚	22958
班	22931
占	22866
踪	22837
贴	22794
齐	22789
觅	22741
抗	22687
撕	22675
源	22670
病	22593
织	22568
羞	22555
鸡	22540
翩	22529
堪	22423
净	22421
徨	22373
裂	22315
盘	22309
覆	22302
克	22245
帅	22242
瓜	22237
胆	22228
J	22195
牢	22182
渡	22170
峰	22164
废	22116
眷	22064
宇	22004
彷	21985
泛	21919
祷	21918
尊	21915
煌	21889
米	21874
爷	21827
朦	21805
雷	21768
穷	21727
庞	21715
航	21617
晃	21534
芬	21464
堆	21455
坎	21454
蝴	21449
紫	21411
误	21408
赞	21402
菜	21371
淋	21350
尼	21325
咖	21258
爬	21252
逆	21243
黎	21213
晓	21179
杂	21164
板	21129
胡	21127
皇	20952
凤	20911
套	20867
毒	20866
贪	20850
尾	20839
嘟	20818
咪	20814
案	20811
猫	20805
媚	20798
撑	20795
赢	20770
吽	20737
缕	20662
皆	20630
武	20620
惹	20505
妆	20453
社	20412
播	20404
唇	20402
软	20383
溪	20275
劳	20265
确	20250
横	20180
凋	20177
吟	20142
件	20123
预	20078
欣	20071
颤	20032
荷	20018
纠	19965
川	19936
夺	19866
欠	19866
恐	19865
毁	19861
委	19708
泡	19682
(	19666
盏	19586
迈	19580
)	19556
健	19491
异	19479
价	19453
梭	19347
章	19310
胧	19298
肉	19280
憔	19137
悴	19125
伸	19091
添	18989
著	18975
涂	18956
统	18936
翼	18915
哇	18878
披	18870
登	18868
瘦	18844
撞	18842
寸	18841
防	18832
睁	18826
割	18782
缓	18757
绣	18733
骑	18703
巧	18699
较	18676
啡	18641
韵	18624
帆	18582
牧	18572
赛	18544
李	18535
鸣	18524
巷	18484
移	18460
剪	18454
铃	18451
控	18426
锦	18405
慈	18393
勾	18385
艰	18346
衷	18312
摘	18268
丹	18194
懒	18147
吐	18138
奢	18091
姓	18075
编	18054
悟	18045
丑	18027
恰	18026
袖	18022
奶	17990
烛	17982
湾	17937
责	17931
携	17835
枕	17827
亚	17815
练	17767
则	17751
铭	17723
愈	17714
斩	17711
末	17679
伟	17671
哼	17598
洞	17588
摩	17586
杨	17580
甲	17569
丰	17519
耐	17496
固	17483
庄	17458
裳	17440
速	17436
智	17436
郁	17387
吼	17372
唐	17362
卡	17338
适	17290
池	17280
戴	17267
扉	17267
刹	17243
抵	17203
乘	17199
叛	17190
伞	17129
庆	17117
蔓	17092
禁	17060
催	17022
积	17008
膛	16989
脉	16977
危	16952
居	16944
滑	16915
趁	16873
架	16820
歉	16805
歇	16797
坡	16796
普	16772
式	16753
户	16735
姿	16720
族	16717
沦	16696
史	16670
港	16657
块	16620
葬	16619
俗	16596
喧	16596
x	16585
冒	16555
埃	16499
孔	16487
壁	16478
坷	16468
畔	16456
捧	16443
稀	16349
院	16301
麦	16261
薄	16239
探	16228
脏	16223
蛋	16221
牙	16218
徒	16207
庭	16179
坦	16165
挺	16160
霸	16148
耍	16148
勤	16138
翠	16138
爹	16113
陶	16080
塔	16070
滩	16061
奉	16041
拨	16040
赤	16002
补	15993
捉	15992
厚	15963
混	15930
梁	15924
肆	15912
扇	15886
毫	15884
脾	15878
拔	15858
列	15839
腰	15804
疆	15795
忠	15763
斑	15735
锋	15716
逼	15713
权	15711
垂	15630
戒	15586
标	15564
拂	15543
具	15541
获	15488
勒	15486
渺	15432
糖	15430
验	15408
盟	15387
馨	15369
辰	15353
优	15337
鞋	15336
严	15326
萎	15289
苏	15287
畏	15274
势	15264
塞	15242
烫	15231
集	15230
骂	15217
盈	15179
倔	15118
尚	15104
魄	15101
宙	15061
帘	15055
亡	15004
搏	15002
扑	14972
岛	14969
棒	14964
吞	14909
迁	14907
伙	14888
润	14877
私	14855
昔	14850
专	14849
晶	14839
谊	14838
校	14831
崩	14831
建	14819
冻	14819
怅	14800
队	14791
噜	14791
食	14771
挤	14744
啥	14726
袋	14710
宵	14681
丈	14671
豆	14642
餐	14507
躺	14468
汪	14358
针	14310
跨	14302
威	14293
串	14280
操	14271
悦	14252
宫	14242
斜	14227
赌	14167
爽	14130
课	14104
描	14103
致	14099
岭	14061
祢	14050
谱	14043
党	14034
斯	14024
料	14010
漾	14005
轰	13965
稳	13941
铺	13906
灌	13880
规	13871
嗒	13860
搞	13856
虑	13847
隆	13834
启	13829
纱	13808
熄	13781
射	13770
牌	13764
甩	13744
辜	13727
爆	13701
仔	13699
育	13674
卑	13655
霓	13655
V	13650
席	13620
颠	13579
唉	13579
颂	13577
慕	13568
笛	13532
晰	13500
络	13445
貌	13430
嘲	13396
搁	13393
刷	13380
毕	13372
惆	13345
悬	13330
鹰	13250
淹	13234
汤	13215
资	13206
罢	13202
据	13161
钢	13161
碌	13149
碗	13133
伏	13126
q	13124
妖	13111
丛	13101
趣	13098
豫	13091
森	13082
芽	13044
略	13039
谣	13033
赐	13028
店	13025
搭	13011
浩	12989
笼	12985
咯	12961
卫	12920
扮	12909
夸	12906
填	12905
讯	12904
畅	12849
央	12825
煎	12789
拾	12754
宠	12742
硬	12738
设	12680
狈	12648
辽	12627
仅	12614
符	12614
尺	12605
嚣	12585
踩	12552
仇	12525
熊	12496
嘀	12490
叭	12489
慨	12483
嘻	12464
筝	12453
跃	12436
焰	12426
~	12409
亭	12392
纳	12362
饰	12352
产	12327
震	12315
驰	12282
囊	12279
巨	12254
涛	12182
兮	12180
诱	12151
枫	12148
录	12147
官	12102
瓦	12085
导	12080
室	12077
素	12064
插	12046
沿	12019
质	12016
妻	12016
巅	12014
鸿	11966
瓣	11947
扛	11932
臂	11913
咧	11908
嗯	11906
予	11881
参	11805
嫌	11792
侣	11741
扯	11726
励	11697
笨	11690
阮	11656
娜	11635
妄	11630
伐	11623
舒	11603
置	11592
眨	11592
诸	11560
嘎	11555
虫	11547
瑟	11542
壶	11537
纹	11523
逍	11512
羡	11491
桌	11489
愧	11454
昧	11442
绚	11441
袭	11427
典	11398
抑	11396
霄	11396
诃	11369
拖	11358
莉	11337
恍	11305
疤	11287
劝	11267
涟	11257
娑	11222
治	11202
唵	11194
猛	11191
绘	11186
喵	11153
商	11130
沾	11128
莺	11124
番	11120
跎	11071
堡	11068
闷	11065
蹉	11057
岗	11050
塌	11040
勉	11008
皱	10994
萧	10968
汇	10954
璃	10949
农	10936
元	10921
博	10921
愉	10915
嗦	10907
示	10883
咕	10867
逗	10863
啸	10831
嗬	10826
惘	10814
鹤	10799
澎	10786
营	10775
票	10767
侧	10744
咒	10724
眶	10717
契	10701
揭	10668
递	10650
褪	10614
孝	10612
器	10586
扫	10583
蠢	10557
梨	10533
页	10499
晒	10494
瓶	10490
宣	10479
镇	10458
扶	10421
猪	10416
嘞	10392
咳	10370
殿	10368
哗	10354
违	10333
叠	10329
赚	10297
呱	10231
频	10227
肥	10223
缩	10203
孙	10190
崖	10186
漆	10183
裙	10165
鞭	10132
返	10097
鲁	10084
拳	10077
艺	10068
慧	10067
塘	10015
肝	10013
寿	10009
聆	10004
码	9996
幅	9992
蹈	9979
缝	9952
陈	9927
霾	9925
翱	9911
桂	9860
谐	9857
啼	9845
苗	9835
屏	9834
腔	9809
扭	9782
逛	9776
鸳	9761
派	9750
祸	9732
…	9689
喉	9682
洲	9674
革	9674
状	9648
咽	9647
澈	9635
蹦	9631
檐	9583
旺	9580
樱	9563
萝	9562
愚	9552
邀	9532
绊	9519
跪	9474
蔚	9435
颊	9413
懦	9403
娶	9402
菊	9378
酿	9372
曳	9372
债	9364
萦	9361
鸯	9346
邪	9321
憧	9317
魅	9289
聪	9289
邂	9277
梢	9259
逅	9254
劲	9250
肺	9223
箭	9217
遭	9212
摧	9205
衫	9191
腿	9185
饱	9172
仁	9152
！	9148
咬	9145
旦	9136
炮	9128
刮	9118
措	9115
憬	9105
宰	9099
掠	9097
术	9096
介	9090
昂	9088
侵	9068
基	9067
妨	9067
患	9041
井	9034
淘	8983
迫	8976
萌	8969
渔	8969
羽	8946
冥	8928
呗	8911
溃	8897
溢	8895
颓	8872
焦	8858
径	8855
蕊	8842
甚	8838
级	8825
亏	8824
赴	8818
湃	8817
疏	8806
沥	8798
维	8796
贤	8792
汹	8759
衍	8755
罚	8740
壳	8723
荆	8719
敞	8717
技	8706
驻	8702
腐	8702
增	8682
贫	8673
挫	8646
雀	8632
奴	8619
杜	8616
抢	8614
炼	8604
雕	8581
劫	8572
幼	8553
卧	8543
凑	8541
懵	8532
’	8528
策	8526
谋	8506
测	8496
碍	8478
暧	8474
棵	8460
炫	8444
区	8441
阁	8441
兔	8404
款	8397
减	8393
朱	8388
厮	8386
糟	8383
扣	8381
哑	8370
卸	8340
驳	8295
倍	8276
赋	8276
稣	8276
堕	8265
崇	8264
按	8247
唔	8246
谜	8242
掏	8229
黯	8225
敷	8214
攀	8213
轨	8205
鼻	8197
哄	8185
浇	8146
浴	8134
、	8126
戈	8118
沫	8104
沟	8081
钻	8068
玻	8065
缚	8053
倚	8050
叔	8036
炸	8032
杏	8002
辗	7999
烽	7982
浑	7965
漪	7929
肚	7910
枷	7907
漏	7886
梳	7884
茉	7868
鬓	7868
鸭	7859
蜂	7856
兜	7853
科	7841
欧	7833
？	7831
煮	7826
朽	7821
胖	7794
珊	7777
冠	7776
沸	7757
坤	7726
协	7711
浸	7710
辞	7706
循	7694
泼	7688
筑	7686
医	7679
警	7676
鼠	7669
乾	7660
驱	7657
躯	7657
浊	7652
股	7631
诞	7627
炎	7624
凰	7620
瞧	7600
锵	7593
渊	7592
裸	7591
喃	7571
棋	7559
》	7555
袅	7549
棉	7548
《	7546
沐	7536
驾	7531
施	7503
泽	7498
府	7477
贱	7475
阑	7469
寥	7468
絮	7461
糕	7436
丁	7433
舌	7433
骏	7404
秦	7392
堤	7373
い	7370
廓	7369
丧	7351
概	7348
顿	7332
惦	7332
挚	7330
缤	7316
柴	7310
卿	7302
稻	7297
绑	7294
乃	7282
滔	7282
妒	7268
泰	7263
篮	7263
涡	7258
俏	7239
额	7223
咸	7219
枉	7218
忌	7209
霍	7206
杆	7196
坟	7193
掀	7190
述	7181
岂	7179
谛	7178
叽	7159
锅	7145
蹄	7132
芦	7099
洛	7075
薇	7067
榜	7065
鹅	7057
昼	7052
斟	7032
贺	7030
拆	7024
键	7016
祭	7007
域	7006
棘	7003
饶	7000
撩	6991
攻	6979
臣	6972
瑞	6963
伦	6953
妩	6944
眺	6940
衬	6932
啪	6932
夹	6930
杰	6926
顽	6923
穹	6902
逸	6901
员	6877
炊	6822
鹿	6815
奥	6814
盲	6811
潺	6797
屁	6794
迢	6780
Q	6778
副	6774
罩	6751
删	6741
侯	6735
议	6658
婉	6615
巍	6607
济	6605
哮	6603
妥	6600
蓬	6595
铜	6593
诶	6590
司	6578
狱	6564
促	6557
销	6549
逞	6537
奖	6532
兽	6530
庸	6519
肤	6515
摔	6512
阶	6503
躁	6498
瞎	6493
粒	6492
附	6485
衡	6479
丫	6478
赫	6476
嘶	6466
帐	6465
苹	6439
藤	6420
务	6415
牲	6405
稚	6403
咆	6403
哆	6399
骚	6387
惨	6383
邻	6380
丘	6345
寺	6335
饿	6333
猴	6294
政	6272
嫩	6271
省	6260
召	6252
蛙	6224
赎	6220
液	6216
侠	6206
廉	6188
咦	6186
尸	6183
氛	6177
璨	6177
帽	6176
匹	6168
璀	6161
脂	6158
旷	6156
判	6153
潜	6149
辨	6135
淀	6120
勿	6118
迦	6117
锣	6107
碑	6106
蝉	6099
蛇	6091
滥	6088
鸽	6088
”	6087
宜	6087
襟	6087
禅	6079
吾	6077
振	6074
牺	6073
卓	6065
姻	6062
兑	6037
俱	6035
灾	6030
厢	6027
蕾	6020
惩	6020
“	6019
馆	6008
玄	5986
察	5982
缀	5982
吓	5979
晕	5963
供	5941
臭	5937
汽	5916
扔	5903
伯	5902
喳	5901
烙	5899
愤	5897
蒸	5893
芜	5874
范	5852
妇	5830
厉	5828
铸	5806
腻	5790
僧	5783
鸥	5780
拯	5777
揉	5775
栖	5774
益	5769
椅	5763
仗	5751
猎	5745
挨	5725
佑	5722
澜	5718
萤	5709
洪	5684
鸦	5683
漩	5681
货	5679
灼	5665
率	5660
耕	5659
腹	5658
曙	5650
嬉	5623
殇	5623
冤	5621
歪	5610
牡	5591
凶	5590
栽	5573
喇	5573
亿	5572
喷	5572
荫	5570
囚	5552
溶	5550
叨	5545
啤	5541
捡	5533
效	5519
袍	5510
寨	5489
—	5488
拢	5473
签	5470
墓	5452
仓	5448
唷	5440
评	5439
惚	5432
裤	5423
耗	5406
；	5398
俺	5388
堵	5374
啷	5373
泄	5369
孟	5363
咋	5350
唻	5342
尬	5341
污	5336
箱	5334
莎	5333
贼	5329
偿	5301
琶	5301
蜡	5291
廊	5282
蔷	5280
虔	5273
详	5261
桐	5257
瞒	5256
琵	5256
巾	5251
焚	5243
篱	5240
闺	5232
な	5226
狐	5223
曼	5218
の	5210
趟	5187
钓	5183
栏	5179
刘	5175
邦	5167
裹	5163
尤	5162
吔	5156
宾	5150
踢	5144
梯	5136
溺	5128
宗	5108
拟	5105
疗	5099
迪	5099
傍	5099
粗	5096
倘	5095
徉	5080
怯	5079
齿	5077
徜	5070
窒	5066
链	5059
蛾	5056
喽	5051
瘾	5039
萍	5037
况	5036
蛮	5035
弓	5001
嘚	4993
阅	4988
摊	4984
尴	4979
炽	4972
材	4967
兆	4965
茧	4964
鹃	4952
型	4947
砂	4940
障	4908
钩	4908
菠	4898
莹	4885
溉	4885
羁	4881
宴	4875
疾	4870
凯	4861
粹	4859
鳞	4853
惶	4847
蚁	4845
淅	4839
涨	4834
嫉	4821
俊	4812
讽	4805
盾	4804
宏	4802
惟	4799
鹊	4798
阱	4796
葡	4779
て	4779
序	4772
搬	4764
唠	4761
萄	4756
炉	4755
盐	4753
朴	4750
吆	4745
吊	4743
崎	4742
乏	4727
御	4726
刃	4705
睬	4701
熙	4696
痒	4694
勋	4688
卦	4682
笺	4682
俯	4678
辱	4672
庙	4663
喘	4648
捕	4612
乞	4588
湘	4562
癫	4559
粮	4553
胭	4543
宅	4541
盆	4519
昌	4516
项	4514
戎	4513
